UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
9276,L09276,L,301.4,309.4,1891,40.0,115,0,0,0,0,0,0
9277,H09277,H,304.0,308.6,2039,26.3,209,0,0,0,0,0,0
9278,H09278,L,297.2,309.3,1438,33.4,52,0,0,0,0,0,0
9279,L09279,H,297.7,311.4,1781,35.0,9,0,0,0,0,0,0
9280,L09280,L,301.6,310.7,2358,59.8,0,0,0,0,0,0,0
9281,M09281,L,300.9,309.2,2390,38.3,0,0,0,0,0,0,0
9282,M09282,L,300.4,309.8,2204,27.2,46,0,0,0,0,0,0
9283,L09283,L,299.5,309.1,1428,38.6,229,0,0,0,0,0,0
9284,H09284,L,300.3,310.7,2097,47.0,154,0,0,0,0,0,0
9285,L09285,L,295.0,310.3,2648,39.3,152,0,0,0,0,0,0
9286,L09286,H,297.6,310.7,1374,50.9,217,0,0,0,0,0,0
9287,H09287,L,299.8,309.7,2350,47.6,102,0,0,0,0,0,0
9288,H09288,L,295.8,311.0,1233,46.9,137,1,0,0,0,0,0
9289,M09289,M,299.7,308.8,2741,46.8,163,0,0,0,0,0,0
9290,M09290,M,300.0,309.4,1241,52.8,173,0,0,0,0,0,0
9291,M09291,M,298.5,309.6,1157,50.8,135,1,0,0,0,0,0
9292,M09292,L,298.6,310.8,2835,29.1,224,0,0,0,0,0,0
9293,H09293,L,297.9,309.5,2747,29.2,189,0,0,1,1,0,0
9294,L09294,L,299.0,309.0,2227,45.9,156,0,0,0,0,0,0
9295,M09295,L,300.7,310.0,2336,31.1,52,0,0,0,0,0,0
9296,M09296,L,300.9,312.4,2804,28.9,225,0,0,0,0,0,0
9297,H09297,L,302.0,309.0,1628,48.9,218,0,0,0,0,1,0
9298,H09298,H,299.7,311.2,1257,35.8,242,0,0,0,0,0,0
9299,L09299,H,300.9,310.0,2444,47.2,105,0,0,0,0,0,0
9300,L09300,L,297.1,310.0,2799,46.0,3,0,0,0,0,0,0
9301,H09301,L,300.4,309.4,1386,40.3,48,0,0,0,0,0,0
9302,M09302,L,299.6,310.6,2434,48.7,111,1,0,0,0,0,0
9303,M09303,L,301.0,311.0,2131,45.1,196,0,0,0,0,0,0
9304,M09304,L,299.4,311.5,1678,48.7,169,0,0,0,0,0,0
9305,L09305,H,299.2,310.3,2777,26.2,117,0,0,0,0,0,0
9306,M09306,L,298.4,309.3,1778,38.4,74,0,0,0,0,0,0
9307,M09307,L,302.0,311.8,2560,26.2,64,0,0,0,0,0,0
9308,H09308,L,298.8,309.5,2576,36.7,204,0,0,0,0,0,0
9309,M09309,H,303.7,309.2,2531,29.9,83,0,0,0,0,0,0
9310,H09310,H,297.4,310.3,2392,30.1,33,0,0,0,0,0,0
9311,M09311,M,302.3,309.0,2638,40.5,96,0,0,0,0,0,0
9312,L09312,L,295.6,309.5,2141,56.1,13,0,0,0,0,0,0
9313,M09313,L,299.7,310.6,2594,43.4,180,0,0,0,0,0,0
9314,M09314,L,298.8,312.9,2322,42.6,75,0,0,0,0,0,0
9315,H09315,L,300.9,310.6,2530,25.8,202,0,0,0,0,0,0
9316,H09316,M,301.6,311.2,2224,57.1,0,0,0,0,0,0,0
9317,H09317,L,303.9,309.5,1203,42.1,237,0,0,0,0,0,0
9318,M09318,L,298.9,310.3,2312,51.1,7,0,0,0,0,0,0
9319,M09319,L,298.5,308.1,2843,35.6,145,0,0,0,0,0,0
9320,L09320,L,301.8,308.7,1898,46.6,132,1,0,0,0,0,0
9321,M09321,L,299.7,310.2,2286,25.9,126,0,0,0,0,0,0
9322,L09322,L,298.7,310.4,1576,43.2,127,1,0,1,0,0,0
9323,H09323,L,299.1,310.8,1647,47.3,222,0,0,0,0,0,0
9324,H09324,L,298.6,309.8,2465,56.8,66,0,0,0,0,0,0
9325,H09325,H,296.7,311.5,1495,60.4,149,0,0,0,0,0,0
9326,L09326,L,303.1,310.6,1660,48.2,133,0,0,0,0,0,0
9327,M09327,L,301.0,308.2,1590,28.1,87,0,0,0,0,0,0
9328,H09328,L,296.8,308.2,2805,35.2,154,0,0,0,0,0,0
9329,M09329,M,303.0,310.1,2776,35.4,212,0,0,0,0,0,0
9330,M09330,M,300.4,309.8,2071,52.2,36,0,0,0,0,0,0
9331,H09331,L,299.6,310.2,1871,39.9,244,0,0,1,0,0,0
9332,L09332,L,301.1,309.7,2654,42.9,120,1,0,0,0,0,0
9333,M09333,H,299.1,309.4,1377,60.3,225,0,0,0,0,0,0
9334,H09334,M,297.4,309.3,2146,38.9,34,0,0,0,0,0,0
9335,M09335,L,298.9,309.9,1759,29.9,126,0,0,0,0,0,0
9336,M09336,L,299.9,310.8,1977,45.3,35,0,0,0,0,0,0
9337,M09337,L,298.2,308.9,2263,31.0,188,0,0,0,0,0,0
9338,M09338,M,301.0,309.9,1939,32.3,246,0,0,0,0,0,0
9339,M09339,L,302.6,311.4,2709,39.8,217,0,0,0,0,0,0
9340,L09340,L,299.3,308.3,1545,62.3,123,0,0,0,0,0,0
9341,L09341,L,295.4,310.6,2248,36.8,0,0,0,0,0,0,0
9342,H09342,L,299.7,309.8,1977,46.3,175,0,0,0,0,0,0
9343,L09343,M,298.3,309.2,2834,37.7,210,0,0,0,0,0,0
9344,L09344,H,299.6,309.4,2509,41.7,217,0,0,0,0,0,0
9345,L09345,L,299.5,311.0,2337,53.9,86,0,0,0,0,0,0
9346,M09346,M,298.3,309.9,2692,47.5,231,0,0,0,0,0,0
9347,M09347,L,297.3,308.9,2106,40.4,225,0,0,0,0,1,0
9348,H09348,M,300.0,309.1,1714,37.4,90,0,0,0,0,0,0
9349,H09349,M,298.5,309.5,1305,55.2,66,0,0,0,0,0,0
9350,H09350,H,303.5,310.9,1941,57.6,237,0,0,0,0,0,0
9351,M09351,H,300.5,309.5,1652,40.9,230,0,0,0,0,0,0
9352,L09352,L,298.5,310.0,1930,48.9,76,0,0,0,0,0,0
9353,L09353,M,299.1,309.3,1483,51.0,166,0,0,0,0,0,0
9354,M09354,L,299.7,309.6,1640,32.8,207,0,0,0,0,0,0
9355,H09355,L,300.2,309.8,2780,38.3,2,0,0,0,0,0,0
9356,H09356,L,301.2,309.1,1477,47.4,25,0,0,0,0,0,0
9357,H09357,L,302.3,309.2,1150,42.9,196,0,0,0,0,0,0
9358,M09358,M,299.9,309.5,2533,33.9,182,0,0,0,0,0,0
9359,H09359,L,300.9,311.5,1776,34.1,2,0,0,0,0,0,0
9360,H09360,M,300.9,310.1,2510,48.0,55,0,0,0,0,0,0
9361,M09361,M,300.2,309.1,2726,30.7,27,1,0,0,0,0,0
9362,L09362,M,299.6,310.8,1336,36.4,238,0,0,0,0,0,0
9363,M09363,L,300.3,310.9,1418,31.8,243,0,0,0,0,0,0
9364,M09364,L,298.7,309.1,2604,45.3,170,0,0,0,0,0,0
9365,M09365,L,297.7,311.6,2712,51.6,29,0,0,0,0,0,0
9366,M09366,L,302.9,310.4,1272,15.0,86,0,0,0,0,0,0
9367,L09367,M,300.4,310.4,1701,29.6,145,0,0,0,0,0,0
9368,H09368,M,300.5,310.4,2392,36.5,4,0,0,0,0,0,0
9369,M09369,L,299.6,310.3,2589,48.9,85,0,0,0,0,0,0
9370,L09370,M,301.0,309.9,2359,25.9,108,0,0,0,0,0,0
9371,H09371,L,299.6,310.6,1737,47.4,60,0,0,0,0,0,0
9372,H09372,L,297.0,309.7,2737,54.7,0,1,0,0,0,0,0
9373,H09373,L,298.9,311.6,2378,41.0,63,0,0,0,0,0,0
9374,M09374,L,301.2,308.0,1485,44.0,218,0,0,0,0,0,0
9375,M09375,M,298.8,309.1,1539,39.5,141,0,0,0,0,0,0
9376,H09376,M,296.3,310.4,1453,24.5,40,0,0,0,0,0,0
9377,H09377,M,299.4,309.9,2063,35.1,72,0,0,0,0,0,0
9378,H09378,L,296.5,309.5,1998,49.4,195,0,0,0,0,0,0
9379,H09379,L,299.4,310.2,2852,48.4,180,0,0,0,0,0,0
9380,H09380,L,302.4,308.8,2685,47.0,216,0,0,0,0,0,0
9381,H09381,H,297.5,309.0,2121,38.5,158,0,0,0,0,0,0
9382,L09382,L,301.3,309.9,1375,46.7,121,0,0,0,0,0,1
9383,H09383,L,303.4,310.4,1662,40.6,58,1,0,0,0,0,0
9384,M09384,M,302.5,309.3,2159,22.9,223,0,0,0,0,0,0
9385,M09385,M,299.5,308.2,1178,31.2,193,0,0,0,0,0,0
9386,M09386,M,298.2,310.2,1753,33.7,239,0,0,0,0,0,0
9387,H09387,H,300.3,310.5,2114,27.4,36,0,0,0,0,0,0
9388,M09388,L,300.4,308.9,2130,39.1,243,0,0,0,0,0,0
9389,L09389,L,301.8,309.6,1764,47.4,49,1,0,0,0,0,0
9390,H09390,L,300.1,310.9,2156,58.4,193,0,0,0,0,0,0
9391,M09391,L,300.8,308.8,2685,33.6,13,0,0,0,0,0,0
9392,L09392,L,298.2,310.0,2162,33.8,142,0,0,0,0,0,0
9393,L09393,L,301.5,309.3,2808,49.2,24,0,0,0,0,0,0
9394,M09394,M,297.4,312.2,2787,33.5,201,0,0,0,0,0,0
9395,L09395,L,298.7,308.8,2527,51.2,91,0,0,0,0,0,0
9396,M09396,L,301.2,308.2,1874,40.2,239,0,0,0,0,0,0
9397,L09397,M,302.6,310.6,1621,36.8,7,0,0,0,0,0,0
9398,H09398,L,301.4,309.7,1838,37.7,185,0,0,0,0,0,0
9399,H09399,M,299.9,309.0,1464,57.5,121,0,0,0,0,0,0
9400,H09400,H,300.0,309.5,2058,39.4,247,0,0,0,0,0,0
9401,H09401,M,298.2,311.5,1706,27.3,183,0,0,0,0,0,0
9402,H09402,L,299.3,310.0,2091,58.4,244,0,0,0,0,0,0
9403,M09403,H,296.2,311.5,1428,47.9,141,0,0,0,0,0,0
9404,H09404,L,303.3,308.8,2461,42.2,83,0,0,0,0,0,0
9405,H09405,M,304.4,311.1,1989,11.0,41,0,0,0,0,0,0
9406,H09406,L,296.1,309.0,1516,33.6,12,0,0,0,0,0,0
9407,H09407,L,297.1,311.2,1480,39.2,18,0,0,0,1,0,0
9408,L09408,H,302.7,311.1,1546,26.8,33,0,0,0,0,0,0
9409,H09409,L,298.4,309.0,1937,35.2,217,0,0,0,0,0,0
9410,H09410,M,302.8,310.4,1534,29.7,100,0,0,0,0,0,0
9411,M09411,L,301.5,310.2,2751,43.1,173,0,0,0,0,0,0
9412,L09412,M,299.4,310.9,2684,48.4,215,0,0,0,0,0,0
9413,M09413,H,301.9,308.9,1707,47.7,116,0,0,0,0,0,0
9414,H09414,L,299.9,309.6,2203,47.6,54,0,0,0,0,0,0
9415,M09415,L,299.9,310.0,2370,33.4,212,0,0,0,0,0,0
9416,M09416,M,301.1,311.5,1412,57.2,191,0,0,0,0,0,0
9417,H09417,H,301.6,310.1,1557,42.7,249,0,0,0,0,0,0
9418,L09418,L,302.0,309.0,2268,20.3,184,1,0,0,0,0,0
9419,L09419,M,304.7,310.3,2093,45.6,215,0,0,0,0,0,0
9420,M09420,L,300.7,309.0,2139,31.8,199,1,0,0,0,0,0
9421,H09421,L,302.6,308.3,2216,37.6,191,0,0,0,0,0,0
9422,M09422,L,302.5,309.8,1996,42.6,96,0,0,0,0,0,0
9423,M09423,M,301.4,310.3,2209,44.0,132,0,0,0,0,0,0
9424,M09424,M,298.9,310.2,2631,50.6,216,0,0,0,0,0,0
9425,H09425,L,302.2,310.1,2302,42.0,42,0,0,0,0,0,0
9426,H09426,L,300.9,311.8,2692,53.3,103,0,0,0,0,0,0
9427,L09427,M,297.4,311.6,2217,35.9,16,0,0,0,0,0,0
9428,H09428,L,302.0,309.2,2234,50.8,88,0,0,0,0,0,0
9429,M09429,H,296.7,310.9,2711,27.1,233,0,0,0,0,0,0
9430,M09430,L,301.3,312.3,2536,27.0,173,0,0,0,0,0,0
9431,L09431,L,298.9,311.8,2024,45.0,160,0,0,0,0,0,0
9432,H09432,L,300.3,311.0,2294,27.8,68,1,0,0,0,0,0
9433,M09433,M,297.2,309.9,1646,48.9,14,0,0,0,0,0,0
9434,L09434,H,298.6,308.7,1307,44.0,41,0,0,0,0,0,0
9435,L09435,L,299.0,309.0,2430,50.2,142,0,0,0,0,0,0
9436,M09436,L,299.7,310.5,2748,47.1,192,0,0,0,0,0,0
9437,M09437,L,298.8,310.3,1420,51.2,190,0,0,0,0,0,0
9438,H09438,M,300.7,310.1,2484,50.8,55,0,0,0,0,0,0
9439,L09439,M,301.0,310.9,1462,42.3,170,0,1,0,0,0,0
9440,M09440,H,299.1,311.2,2290,39.2,81,0,0,0,0,0,0
9441,L09441,M,300.1,311.2,1494,51.2,197,0,0,0,0,0,0
9442,H09442,M,301.1,310.7,2351,57.9,33,0,0,0,0,0,0
9443,M09443,L,295.5,310.5,1266,37.4,193,0,0,0,0,0,0
9444,H09444,L,300.9,309.5,2849,51.4,208,0,0,0,0,0,0
9445,L09445,M,298.7,310.1,2170,37.8,117,0,0,0,0,0,0
9446,H09446,L,294.7,310.4,2338,36.6,68,0,0,0,0,0,0
9447,H09447,L,299.2,309.9,1323,46.1,19,1,0,0,0,0,0
9448,L09448,L,298.0,308.4,2804,48.1,141,0,0,0,0,0,0
9449,H09449,L,299.1,310.3,1898,45.9,203,0,0,0,0,0,0
9450,L09450,L,300.9,309.9,1304,41.6,67,0,0,0,0,0,0
9451,M09451,L,301.7,309.9,2832,41.9,40,0,0,0,0,0,0
9452,L09452,L,302.6,310.6,1744,27.2,186,0,0,0,0,0,0
9453,L09453,L,302.7,310.6,2683,41.3,49,0,0,0,0,0,0
9454,M09454,L,297.9,311.2,1459,53.6,201,0,0,0,0,1,0
9455,L09455,M,302.4,310.6,1383,51.6,166,0,0,0,0,0,0
9456,M09456,L,297.6,309.6,2524,34.0,157,0,0,0,0,0,0
9457,M09457,M,302.1,311.3,1311,46.1,164,0,0,0,0,0,0
9458,L09458,M,301.1,311.5,2764,45.0,46,0,0,0,0,0,0
9459,H09459,M,300.3,310.0,1840,57.0,125,0,0,0,0,0,0
9460,H09460,M,298.2,311.2,1441,49.4,217,0,0,0,0,0,0
9461,M09461,L,302.4,310.2,1276,43.5,172,0,0,0,0,0,0
9462,H09462,L,298.0,311.1,1842,47.0,237,0,0,0,0,0,0
9463,H09463,M,300.0,311.3,1751,33.3,56,0,0,0,0,0,0
9464,L09464,L,300.1,309.4,2267,43.1,131,0,0,0,0,0,0
9465,M09465,L,296.6,311.4,2619,60.6,5,0,0,0,0,0,0
9466,M09466,L,300.3,310.0,2262,40.8,142,0,0,0,0,0,0
9467,L09467,H,297.8,310.4,1537,36.4,108,0,0,0,0,0,0
9468,H09468,L,302.9,311.1,1929,52.9,172,0,0,0,0,0,0
9469,M09469,L,305.4,309.7,1398,36.8,81,0,0,0,0,0,0
9470,H09470,H,298.5,311.0,1330,31.1,80,0,0,0,0,0,0
9471,M09471,M,299.2,310.2,2234,55.5,187,0,0,0,0,0,0
9472,M09472,L,300.3,309.5,2320,35.6,224,0,0,0,0,0,0
9473,M09473,H,295.9,310.6,2804,39.5,99,0,0,0,0,0,0
9474,M09474,L,303.3,311.3,1845,37.8,106,0,0,0,0,0,0
9475,H09475,M,299.4,310.1,1430,59.3,88,0,0,0,0,0,0
9476,H09476,L,299.2,309.0,2739,20.0,114,1,0,0,0,0,0
9477,H09477,L,301.4,309.7,2285,46.0,155,0,0,0,0,0,0
9478,H09478,M,300.2,309.3,1446,27.5,76,0,0,0,0,0,0
9479,L09479,L,300.3,312.3,1840,50.8,31,0,0,0,0,0,0
9480,M09480,L,301.7,309.1,1711,34.7,175,0,0,1,0,0,0
9481,M09481,M,299.7,307.7,2290,37.4,146,0,0,0,0,0,0
9482,M09482,L,297.8,309.6,2200,37.6,30,0,0,0,0,0,0
9483,L09483,H,302.4,310.2,2605,41.0,206,0,1,0,0,0,0
9484,H09484,L,298.8,310.0,1460,30.7,187,0,0,0,0,0,0
9485,M09485,L,298.9,310.2,2024,50.7,43,0,0,0,0,0,0
9486,H09486,M,300.5,308.7,1539,34.0,150,0,0,0,0,0,0
9487,H09487,L,297.4,310.1,2848,35.8,231,0,0,0,0,0,0
9488,L09488,L,300.5,309.0,2635,30.0,26,0,0,0,0,0,0
9489,L09489,L,301.9,310.9,1155,50.3,245,0,0,0,0,0,0
9490,H09490,H,303.2,308.9,1852,38.2,128,0,0,0,0,0,0
9491,M09491,L,301.5,309.9,2160,55.5,149,0,0,0,0,0,0
9492,M09492,L,302.1,309.2,1679,9.4,135,0,0,0,0,0,0
9493,L09493,L,298.7,311.0,1308,48.2,68,0,0,0,0,0,0
9494,L09494,L,301.7,309.5,2481,28.1,23,0,0,0,0,0,0
9495,L09495,L,299.6,308.9,2829,32.7,123,0,0,0,0,0,0
9496,L09496,M,302.3,311.1,2101,40.0,32,0,0,0,0,0,0
9497,L09497,H,300.2,308.0,2368,46.7,139,0,0,0,0,0,0
9498,L09498,L,302.2,310.7,2652,68.3,3,1,0,0,0,0,0
9499,L09499,L,300.3,310.3,1379,32.6,63,0,0,0,0,0,0
9500,M09500,H,298.5,312.5,2679,33.4,206,0,0,0,0,0,0
9501,L09501,L,300.1,310.7,2510,33.7,59,0,0,0,0,0,0
9502,L09502,L,299.3,310.5,1841,36.1,136,0,0,0,0,0,0
9503,M09503,H,302.6,309.1,1282,50.4,41,0,0,0,0,0,0
9504,M09504,M,297.3,309.8,2098,40.9,52,0,0,0,0,0,0
9505,H09505,L,296.6,310.3,2830,56.6,204,0,0,0,0,0,0
9506,L09506,L,300.6,311.4,1308,53.7,201,0,0,0,0,0,0
9507,L09507,L,299.4,309.2,2445,47.0,59,0,0,0,0,0,0
9508,L09508,L,297.7,308.2,1682,36.6,105,0,0,0,0,0,0
9509,L09509,M,299.9,310.1,1830,22.0,141,0,0,0,0,0,0
9510,H09510,L,300.5,308.4,1444,39.0,50,0,0,0,0,0,0
9511,M09511,M,302.5,310.8,2086,32.4,242,0,0,0,0,0,0
9512,M09512,L,296.3,311.5,1970,39.4,120,0,0,0,0,0,0
9513,L09513,L,300.4,311.0,2503,36.8,64,0,0,0,0,0,0
9514,L09514,L,303.3,309.5,1430,36.2,154,0,0,0,0,0,0
9515,L09515,M,303.2,311.6,2610,39.9,21,0,0,0,0,0,0
9516,H09516,M,300.2,309.2,2237,22.5,21,0,0,0,0,0,0
9517,H09517,L,298.8,309.0,1508,35.0,217,0,0,0,0,0,0
9518,M09518,L,299.5,311.4,2162,52.7,191,0,0,0,0,0,0
9519,L09519,M,298.0,309.6,2402,50.1,126,0,0,0,0,0,0
9520,L09520,L,299.1,310.2,2787,39.8,23,0,0,0,0,0,0
9521,L09521,L,300.2,311.0,2420,23.4,29,0,0,0,0,0,0
9522,L09522,L,300.9,308.9,2265,37.0,39,0,0,0,0,0,0
9523,H09523,L,301.7,309.5,1996,34.6,80,0,0,0,0,0,0
9524,M09524,M,299.8,309.4,1797,41.8,150,0,0,0,0,0,0
9525,M09525,L,299.6,309.8,1150,41.5,137,0,0,0,0,0,0
9526,H09526,M,301.8,309.3,1464,44.9,32,0,0,0,0,0,0
9527,L09527,M,299.3,310.4,2464,26.1,71,1,0,0,0,0,0
9528,M09528,H,301.4,310.4,2419,21.2,4,0,0,0,0,0,0
9529,M09529,L,296.7,310.0,2413,35.6,225,0,0,0,0,0,0
9530,H09530,L,300.9,310.2,1630,29.6,242,0,0,0,0,0,0
9531,L09531,L,304.2,309.3,2445,41.9,154,0,0,0,0,0,0
9532,M09532,L,298.1,310.0,1803,40.7,61,0,0,0,0,0,0
9533,L09533,M,302.9,308.3,2690,27.5,222,0,0,0,0,0,0
9534,M09534,M,301.4,311.0,1997,42.8,152,0,0,0,0,0,0
9535,H09535,M,301.7,309.4,1938,46.9,193,0,0,0,0,0,0
9536,L09536,L,301.3,309.5,1463,56.1,19,0,0,0,0,0,0
9537,H09537,L,298.7,309.1,2742,28.7,118,0,0,0,0,0,0
9538,M09538,L,297.4,310.1,1288,38.0,119,1,0,0,0,0,0
9539,H09539,M,300.9,309.5,1647,34.0,42,0,0,0,0,0,0
9540,H09540,L,299.8,310.6,2500,59.0,66,0,0,0,0,0,0
9541,H09541,L,297.2,309.0,1270,22.4,185,0,0,0,0,0,0
9542,M09542,L,299.1,310.1,2565,47.5,249,0,0,0,0,0,0
9543,L09543,H,297.9,310.4,1614,35.9,168,0,0,0,0,0,0
9544,H09544,M,303.8,310.8,2139,29.9,231,0,0,0,0,0,0
9545,L09545,H,301.7,310.7,2059,38.0,63,0,0,0,0,0,0
9546,M09546,M,298.0,309.1,2350,42.1,101,0,0,0,0,0,0
9547,L09547,L,301.0,310.1,1513,21.3,45,0,0,0,0,0,0
9548,H09548,L,297.7,309.9,2671,37.3,187,0,0,0,0,0,0
9549,H09549,L,296.4,309.0,1310,36.9,231,0,0,0,0,0,0
9550,H09550,L,298.6,310.0,1813,24.1,142,0,0,0,0,0,0
9551,H09551,M,299.7,308.6,2116,48.3,26,0,0,0,0,0,0
9552,H09552,L,300.8,310.2,1699,29.9,185,0,0,0,0,0,0
9553,H09553,L,301.7,311.2,2508,52.6,151,0,0,0,0,0,0
9554,M09554,L,299.3,311.0,2223,34.2,162,0,0,0,0,0,0
9555,M09555,L,301.3,310.4,1896,18.5,22,0,0,0,0,0,0
9556,M09556,M,296.8,310.3,1238,55.1,7,0,0,0,0,0,0
9557,L09557,L,302.9,309.9,2749,27.5,123,0,0,0,0,0,0
9558,L09558,L,296.9,312.2,2042,33.9,213,0,0,0,0,0,0
9559,M09559,L,299.0,309.8,1870,32.8,143,0,0,0,0,0,0
9560,L09560,L,298.6,308.7,2398,34.5,197,1,0,0,0,0,0
9561,L09561,L,297.1,310.8,1535,41.6,230,0,0,0,0,0,0
9562,H09562,L,300.7,310.5,2340,51.6,188,0,0,0,0,0,0
9563,H09563,M,303.4,308.9,1803,19.8,108,0,0,0,0,0,0
9564,L09564,L,296.4,309.6,1486,38.1,243,0,0,0,0,1,0
9565,L09565,L,295.4,310.2,1739,50.3,185,0,0,0,0,0,0
9566,M09566,M,298.3,309.4,1584,40.5,156,0,0,0,0,0,0
9567,L09567,L,299.5,310.9,2695,42.9,62,0,0,0,0,0,0
9568,H09568,L,301.5,309.2,2421,50.6,153,0,0,0,0,0,0
9569,L09569,H,299.0,309.7,2217,24.7,136,0,0,0,0,0,0
9570,M09570,M,296.3,309.6,1636,41.7,146,0,0,0,0,0,0
9571,H09571,M,302.6,310.5,2650,48.2,70,0,0,0,0,0,0
9572,H09572,L,298.2,310.6,1258,44.5,111,0,0,0,0,0,0
9573,H09573,L,301.3,310.4,1849,34.0,24,0,0,0,0,0,0
9574,H09574,L,297.7,308.2,2243,22.1,23,0,0,0,0,0,0
9575,L09575,L,299.6,310.2,1692,42.9,38,0,0,0,0,0,0
9576,M09576,H,300.7,310.5,1954,34.3,174,0,0,0,0,0,0
9577,L09577,L,298.3,310.6,1832,45.9,188,0,0,0,0,0,0
9578,L09578,L,300.8,309.8,2282,32.0,100,0,0,0,0,0,0
9579,H09579,H,299.3,310.0,1758,53.8,225,0,0,0,0,0,0
9580,M09580,M,299.1,309.4,1988,50.3,156,0,0,0,0,0,0
9581,H09581,H,303.0,311.3,1699,27.4,97,0,0,0,0,0,0
9582,L09582,M,300.7,308.7,1413,56.5,19,0,0,0,0,0,0
9583,L09583,L,301.0,310.5,1439,26.6,4,0,0,0,0,0,0
9584,H09584,M,301.5,309.0,1294,46.1,235,0,0,0,0,0,0
9585,L09585,L,301.2,309.5,1678,37.5,163,0,0,0,0,0,0
9586,L09586,L,300.7,310.0,1243,38.7,221,0,0,0,0,0,0
9587,H09587,M,302.5,308.0,1487,50.9,122,0,0,1,0,0,0
9588,L09588,M,298.1,308.6,2738,43.6,189,0,0,0,0,0,0
9589,M09589,M,300.3,308.4,2148,27.5,177,0,0,0,0,0,0
9590,H09590,H,299.4,310.4,2794,34.8,19,0,0,0,0,0,0
9591,M09591,M,300.3,311.0,2742,44.8,138,0,0,0,0,0,0
9592,L09592,L,298.6,308.4,2833,50.7,124,0,0,0,0,0,0
9593,L09593,M,296.8,309.8,2234,48.5,212,0,0,0,0,0,0
9594,H09594,M,301.6,310.3,2710,37.9,147,0,0,0,0,0,0
9595,L09595,H,304.8,310.3,1227,36.4,5,0,0,0,0,0,0
9596,H09596,L,302.2,312.0,2712,60.0,172,0,0,0,0,0,0
9597,H09597,L,301.7,310.2,2604,49.0,25,0,0,0,0,0,0
9598,H09598,M,300.5,309.1,1248,38.1,150,0,0,0,0,0,0
9599,H09599,L,299.7,310.7,2713,40.3,132,0,0,0,0,0,0
9600,H09600,L,299.8,311.6,1795,29.5,152,0,1,0,0,0,0
9601,M09601,L,299.8,308.7,1958,36.6,220,0,0,0,0,0,0
9602,H09602,L,298.7,310.5,2488,34.2,3,0,0,0,0,0,0
9603,M09603,M,296.7,310.0,2396,36.2,90,0,0,0,0,0,0
9604,L09604,L,300.4,309.0,2362,51.1,137,0,0,0,0,0,0
9605,H09605,M,299.4,309.4,2125,27.2,161,0,0,0,0,0,0
9606,L09606,L,302.3,311.6,1454,38.1,90,0,0,0,0,0,0
9607,H09607,L,301.5,310.8,2025,30.5,185,0,0,0,0,0,0
9608,M09608,L,295.9,310.4,1505,42.6,7,0,0,0,0,0,0
9609,M09609,M,303.4,308.5,1922,53.5,125,0,0,0,0,0,0
9610,M09610,L,299.0,310.7,2653,47.1,179,0,0,0,0,0,0
9611,L09611,M,299.3,311.1,1928,42.2,115,0,0,0,0,0,0
9612,H09612,M,296.6,308.6,1189,50.1,98,0,0,0,0,0,0
9613,L09613,M,300.5,310.0,1625,49.0,27,0,0,0,0,0,0
9614,M09614,M,300.8,311.0,2287,35.7,136,0,1,0,0,0,0
9615,L09615,L,303.4,310.9,2499,22.9,243,0,0,0,0,1,0
9616,M09616,L,301.7,310.6,1828,51.6,161,0,0,0,0,0,0
9617,M09617,L,299.0,310.0,1987,28.2,186,0,0,0,0,0,0
9618,M09618,L,296.5,311.1,2795,28.4,221,0,0,0,0,0,0
9619,H09619,M,298.8,310.2,1681,37.3,144,0,0,0,0,0,0
9620,H09620,M,302.1,310.6,1379,34.2,123,0,0,0,0,0,0
9621,M09621,L,299.2,310.3,2561,28.2,32,0,0,0,0,0,0
9622,L09622,L,297.8,308.9,2134,39.1,55,0,0,0,0,0,0
9623,L09623,H,300.3,309.1,1930,37.1,60,0,0,0,0,1,0
9624,H09624,L,299.3,308.5,2478,44.8,220,0,0,0,0,0,0
9625,M09625,M,299.1,309.6,1225,40.1,112,0,0,0,0,0,0
9626,L09626,L,298.5,310.8,1414,43.2,36,0,0,0,0,0,0
9627,M09627,L,300.2,310.3,1464,38.5,12,0,0,0,0,0,0
9628,L09628,M,302.1,310.0,1777,43.3,156,0,0,0,0,0,0
9629,H09629,L,301.0,311.4,2688,35.9,39,0,0,0,0,0,0
9630,M09630,M,296.1,309.7,2141,38.7,102,0,0,0,0,0,0
9631,M09631,H,303.1,310.6,2696,31.5,54,0,0,0,0,0,0
9632,L09632,M,301.5,309.7,2434,31.3,13,0,0,0,0,0,0
9633,L09633,M,300.6,308.5,2542,40.5,7,0,0,0,0,0,0
9634,L09634,L,300.8,309.2,2837,58.3,159,0,0,0,0,0,0
9635,M09635,M,301.2,309.2,1231,44.3,138,0,0,0,0,0,0
9636,H09636,M,300.8,308.6,2810,35.1,226,0,0,0,0,0,0
9637,H09637,H,298.1,309.8,1379,25.3,68,0,0,0,0,0,0
9638,L09638,M,301.0,309.3,1795,47.1,177,0,0,0,0,0,0
9639,H09639,M,300.3,311.5,2771,51.5,164,0,0,0,0,0,0
9640,L09640,L,300.8,309.8,1447,45.1,44,0,0,0,0,0,0
9641,H09641,M,298.7,309.2,2728,44.6,196,0,0,0,0,0,0
